date	Year	Month	Day	Hour	Toy	dow	daytype	Zone1	Zone2	Zone3	Zone4	Zone5	Zone6	Zone7	Zone8	Zone9	Zone10	Zone11	Zone12	Zone13	Zone14	Zone15	Zone16	Zone17	Zone18	Zone19	Zone20	Station1	Station2	Station3	Station4	Station5	Station6	Station7	Station8	Station9	Station10	Station11	Time
2008-01-28 08:00:00	2008	1	28	8	0.0746812386156648	lundi	lundi	33277	244299	263600	733	12014	256314	263600	6140	21168	109681	173805	209858	33698	40675	107951	48930	54083	352287	158683	144523	34	17	26	25	27	23	35	27	30	22	18	656
2008-01-28 09:00:00	2008	1	28	9	0.0747950819672131	lundi	lundi	29625	237912	256707	698	10645	248557	256707	5796	25011	103666	157133	189802	31016	37678	98994	46096	51207	331166	143667	133132	35	18	27	27	28	25	35	29	30	24	18	657
2008-01-28 10:00:00	2008	1	28	10	0.0749089253187614	lundi	lundi	25430	228151	246175	664	9502	237653	246175	5465	56574	99672	150228	176827	28495	33189	88177	43934	46140	304166	124346	121938	37	27	33	34	31	34	37	34	34	32	25	658
2008-01-28 11:00:00	2008	1	28	11	0.0750227686703097	lundi	lundi	21726	219714	237072	643	8639	228353	237072	5066	75894	96126	143484	167562	25937	29510	77826	42178	42361	279807	108223	112360	39	32	36	38	35	40	39	38	37	39	30	659
2008-01-28 12:00:00	2008	1	28	12	0.0751366120218579	lundi	lundi	19378	210485	227113	610	8025	218509	227113	4509	76692	94033	134235	158415	24169	26771	70660	39121	40320	258029	96704	105516	40	37	38	43	37	43	43	41	39	42	35	660
2008-01-28 13:00:00	2008	1	28	13	0.0752504553734062	lundi	lundi	17325	204844	221027	573	7495	212339	221027	4200	76419	92733	126703	149899	22494	24810	64423	34972	37716	237168	87934	99926	40	42	39	45	39	45	45	45	42	45	38	661
2008-01-28 14:00:00	2008	1	28	14	0.0753642987249545	lundi	lundi	15914	196805	212352	536	6763	203568	212352	3948	76440	88529	121252	141871	21187	23093	61760	32049	35953	225140	81163	95650	41	45	41	46	41	47	46	46	45	47	42	662
2008-01-28 15:00:00	2008	1	28	15	0.0754781420765027	lundi	lundi	14942	191755	206904	526	6532	198287	206904	3796	76713	85312	118220	136689	20256	21658	61478	30190	34482	216357	76659	92088	41	47	42	47	42	50	48	46	46	50	45	663
2008-01-28 16:00:00	2008	1	28	16	0.075591985428051	lundi	lundi	14673	186609	201351	494	6566	193175	201351	3833	78540	84812	117628	137870	20070	21204	59923	29867	33968	213364	75828	92474	41	49	42	49	43	51	49	48	47	52	47	664
2008-01-28 17:00:00	2008	1	28	17	0.0757058287795993	lundi	lundi	15712	192281	207472	533	7450	199731	207472	4195	79422	88624	123769	152359	20954	22549	62382	31964	35225	227225	80736	98767	41	50	41	49	43	52	48	48	47	52	48	665
2008-01-28 18:00:00	2008	1	28	18	0.0758196721311475	lundi	lundi	18887	211375	228075	594	9059	220435	228075	4832	75054	99546	143457	181571	20331	23652	58409	35024	37951	245218	83196	102918	39	47	39	47	41	51	47	47	45	51	45	666
2008-01-28 19:00:00	2008	1	28	19	0.0759335154826958	lundi	lundi	21937	223601	241265	667	10649	234249	241265	5420	66192	106106	156322	199299	23075	28619	69252	40034	43068	285443	100772	112790	35	40	35	38	38	42	44	37	39	42	38	667
2008-01-28 20:00:00	2008	1	28	20	0.0760473588342441	lundi	lundi	23173	228070	246087	652	10893	238962	246087	5597	79758	107731	159072	202661	27247	34543	84049	45911	47983	321320	119965	124319	34	36	32	33	35	38	37	31	33	37	35	668
2008-01-28 21:00:00	2008	1	28	21	0.0761612021857924	lundi	lundi	22931	225901	243748	653	10915	236816	243748	5507	82005	106881	157136	200237	27053	35251	84800	46395	48458	325960	119795	123748	31	35	30	32	33	36	34	31	33	36	33	669
2008-01-28 22:00:00	2008	1	28	22	0.0762750455373406	lundi	lundi	22433	219241	236561	624	10370	229611	236561	5268	79485	103677	150884	189446	25917	34232	81896	45557	47553	312780	115425	117653	29	33	27	31	32	35	32	29	31	35	30	670
2008-01-28 23:00:00	2008	1	28	23	0.0763888888888889	lundi	lundi	20951	205874	222139	565	9409	215283	222139	4920	88767	98673	141054	175611	23960	32040	77427	43098	44864	288089	105872	109524	29	33	30	31	32	35	31	30	30	34	29	671
2008-01-29 00:00:00	2008	1	28	24	0.0765027322404372	mardi	mardi	19308	194631	210007	528	8633	203263	210007	4537	94311	93516	133167	164725	21542	29928	72682	40438	42267	269028	98623	102169	29	33	27	30	28	36	33	30	31	34	30	672
2008-01-29 01:00:00	2008	1	29	1	0.0766165755919854	mardi	mardi	18577	190184	205209	506	8462	198647	205209	4291	93849	91311	130527	160237	20248	29067	70390	39296	41003	263928	96158	96109	29	33	25	30	27	35	33	30	29	33	30	673
2008-01-29 02:00:00	2008	1	29	2	0.0767304189435337	mardi	mardi	18341	184519	199096	470	8259	192778	199096	4243	93681	89859	131237	161076	19653	28976	69153	39400	40825	264520	95201	93401	31	36	27	31	27	36	33	29	30	34	33	674
2008-01-29 03:00:00	2008	1	29	3	0.076844262295082	mardi	mardi	18230	181350	195678	496	8261	189611	195678	4183	90762	91008	133791	163343	19682	29712	67638	40129	40137	260681	93425	93091	29	37	26	30	27	38	32	30	31	36	33	675
2008-01-29 04:00:00	2008	1	29	4	0.0769581056466302	mardi	mardi	18410	182644	197073	483	8327	190971	197073	4188	79002	92032	137256	168007	19862	30054	67327	40609	39820	257500	91291	93903	29	36	23	30	24	38	35	34	34	38	33	676
2008-01-29 05:00:00	2008	1	29	5	0.0770719489981785	mardi	mardi	19543	187466	202276	489	8850	196316	202276	4437	76839	94474	140848	174486	20557	30509	68797	39998	40048	266071	93335	97673	29	36	25	34	25	40	36	37	34	39	33	677
2008-01-29 06:00:00	2008	1	29	6	0.0771857923497268	mardi	mardi	21438	200115	215925	558	9759	209874	215925	4685	64260	98821	149367	190759	22750	31800	72112	41564	42921	290611	104277	106664	32	37	28	38	25	41	38	42	36	41	35	678
2008-01-29 07:00:00	2008	1	29	7	0.077299635701275	mardi	mardi	24731	218057	235283	617	11233	229289	235283	4924	63231	105483	164854	208903	23231	29735	70552	41126	45290	306308	104903	111025	37	36	31	38	30	41	38	42	36	42	35	679
2008-01-29 08:00:00	2008	1	29	8	0.0774134790528233	mardi	mardi	24770	230116	248296	650	11012	241129	248296	5134	63630	107940	165182	199715	28365	32652	84170	45248	46205	326600	115420	125516	39	38	33	39	31	42	39	42	37	43	36	680
2008-01-29 09:00:00	2008	1	29	9	0.0775273224043716	mardi	mardi	23158	227581	245560	617	10020	237601	245560	5145	63798	102162	153449	181870	26463	30260	79540	42020	43632	300349	104694	116718	41	38	35	41	33	43	40	43	37	43	38	681
2008-01-29 10:00:00	2008	1	29	10	0.0776411657559199	mardi	mardi	21158	224048	241749	589	9822	233870	241749	4920	63903	98533	145662	169559	25764	28207	74960	39534	41210	287769	98712	113100	45	39	37	43	36	44	42	45	38	45	38	682
2008-01-29 11:00:00	2008	1	29	11	0.0777550091074681	mardi	mardi	19713	223707	241380	546	9425	233132	241380	4738	64323	94447	140442	161588	25162	26629	70472	37322	39603	275397	92404	110888	46	43	39	47	40	48	46	48	41	49	41	683
2008-01-29 12:00:00	2008	1	29	12	0.0778688524590164	mardi	mardi	18728	221460	238956	554	8924	230384	238956	4772	64281	92233	133666	155915	24167	25061	66116	34907	38122	262324	84422	107180	51	46	41	51	41	51	49	52	44	53	45	684
2008-01-29 13:00:00	2008	1	29	13	0.0779826958105647	mardi	mardi	17657	216065	233135	510	8607	224673	233135	4672	73290	90481	127043	149957	22967	22758	62347	31843	35944	244234	78636	104960	53	50	44	54	43	56	52	56	46	56	49	685
2008-01-29 14:00:00	2008	1	29	14	0.0780965391621129	mardi	mardi	17419	214735	231700	514	8072	222807	231700	4590	77049	87694	121519	141657	22329	21446	61232	29133	34413	230636	73918	100992	53	51	49	57	47	58	55	60	50	59	50	686
2008-01-29 15:00:00	2008	1	29	15	0.0782103825136612	mardi	mardi	16991	209128	225649	518	7757	216885	225649	4410	77343	85707	118013	134435	21485	20141	59869	27499	33359	222339	71181	98348	53	52	51	59	50	59	57	60	51	60	54	687
2008-01-29 16:00:00	2008	1	29	16	0.0783242258652095	mardi	mardi	16836	209181	225707	520	7799	216981	225707	4411	77112	84970	116661	133830	21674	19569	58360	27636	33138	221202	71064	97824	53	53	52	61	51	59	58	62	53	61	56	688
2008-01-29 17:00:00	2008	1	29	17	0.0784380692167577	mardi	mardi	17735	212355	229132	550	8467	220822	229132	4700	76713	86350	122199	146482	21964	20731	61584	29087	34334	223790	76530	103591	54	53	50	61	49	60	59	62	54	61	55	689
2008-01-29 18:00:00	2008	1	29	18	0.078551912568306	mardi	mardi	19982	222812	240415	627	9729	232541	240415	5143	76629	93543	135672	168110	24097	24723	67203	32972	38102	250797	88600	113917	52	52	50	60	47	58	58	59	54	59	53	690
2008-01-29 19:00:00	2008	1	29	19	0.0786657559198543	mardi	mardi	21854	227509	245482	653	10590	238099	245482	5354	76608	96543	142085	178672	21838	24019	63346	32715	38355	252591	85527	108850	50	50	47	56	46	55	54	56	53	55	51	691
2008-01-29 20:00:00	2008	1	29	20	0.0787795992714025	mardi	mardi	22063	226158	244024	618	10452	236609	244024	5301	76272	95284	140495	177769	26203	28882	75127	36294	40583	273853	101357	117372	48	48	45	54	46	53	52	55	53	54	50	692
2008-01-29 21:00:00	2008	1	29	21	0.0788934426229508	mardi	mardi	21483	218183	235420	613	9979	228162	235420	5038	76986	92200	134632	170236	25327	28052	73175	34547	39869	264338	97323	113029	48	49	46	54	44	53	55	55	53	55	48	693
2008-01-29 22:00:00	2008	1	29	22	0.0790072859744991	mardi	mardi	20149	206125	222409	591	9185	215310	222409	4774	77406	86657	125389	157475	23634	26165	68761	32244	38554	243993	90054	106331	49	50	47	54	45	54	56	54	52	56	47	694
2008-01-29 23:00:00	2008	1	29	23	0.0791211293260474	mardi	mardi	17994	191126	206226	556	8160	199286	206226	4322	77280	80680	114007	141251	21624	23184	61903	29015	35990	217351	81054	97638	49	50	48	54	46	55	56	55	51	56	44	695
2008-01-30 00:00:00	2008	1	29	24	0.0792349726775956	mercredi	mercredi	16246	176778	190743	498	7031	183808	190743	3922	77406	74431	102703	126294	19516	20529	56773	25735	32609	192510	71067	89646	49	50	49	54	47	56	56	56	52	57	44	696
2008-01-30 01:00:00	2008	1	30	1	0.0793488160291439	mercredi	mercredi	15601	168665	181990	482	6563	175228	181990	3722	77742	70560	96530	117592	18381	19065	54182	23886	31061	178411	66217	85111	55	47	50	55	49	54	58	56	53	56	44	697
2008-01-30 02:00:00	2008	1	30	2	0.0794626593806922	mercredi	mercredi	15378	164522	177520	483	6314	170836	177520	3647	77595	68826	93957	112922	17902	18281	51476	23214	29754	173138	63616	83997	51	45	51	55	50	52	58	56	52	54	45	698
2008-01-30 03:00:00	2008	1	30	3	0.0795765027322404	mercredi	mercredi	15449	164246	177221	463	6338	170583	177221	3652	77280	68002	93301	111213	17690	17961	51687	23298	29113	175012	63876	83345	55	45	52	57	52	51	54	57	48	52	45	699
2008-01-30 04:00:00	2008	1	30	4	0.0796903460837887	mercredi	mercredi	15450	162555	175398	456	6495	169051	175398	3710	76062	67184	93598	111450	17684	17778	53857	24006	29109	178925	65436	83918	57	45	51	57	52	50	50	51	46	49	46	700
2008-01-30 05:00:00	2008	1	30	5	0.079804189435337	mercredi	mercredi	16038	168098	181379	474	6799	174898	181379	3996	75285	69259	96869	115895	18476	19016	56283	25552	30663	191672	69896	87680	57	44	52	57	53	50	50	50	47	50	45	701
2008-01-30 06:00:00	2008	1	30	6	0.0799180327868853	mercredi	mercredi	18270	178981	193121	530	7837	186818	193121	4437	71421	75262	107254	130915	21280	21436	59685	28368	34580	218364	81101	97189	56	44	48	54	49	51	51	51	47	51	47	702
2008-01-30 07:00:00	2008	1	30	7	0.0800318761384335	mercredi	mercredi	22518	202479	218475	653	9304	211782	218475	5046	64302	83003	126403	153577	22689	20660	58655	28718	36551	236188	82675	107951	54	44	49	55	48	53	53	54	48	53	42	703
2008-01-30 08:00:00	2008	1	30	8	0.0801457194899818	mercredi	mercredi	24413	219813	237179	680	9285	229098	237179	5296	64953	87699	130710	151969	28453	24451	72272	32838	38183	261400	96035	126807	56	38	52	55	51	50	54	54	51	51	40	704
2008-01-30 09:00:00	2008	1	30	9	0.0802595628415301	mercredi	mercredi	23234	217748	234951	659	8480	226228	234951	5182	65163	85044	121178	137049	28210	21376	65161	28449	35385	242323	87933	119064	57	34	52	56	53	48	54	54	48	48	35	705
2008-01-30 10:00:00	2008	1	30	10	0.0803734061930783	mercredi	mercredi	21882	213971	230875	613	7976	221947	230875	5016	64722	82541	117013	131968	26771	19899	63221	26661	34096	233842	85225	114660	56	32	52	57	53	47	52	54	44	47	33	706
2008-01-30 11:00:00	2008	1	30	11	0.0804872495446266	mercredi	mercredi	21069	210355	226974	613	7618	217974	226974	4940	75033	79986	114233	129234	26138	18741	61793	26360	33229	228823	83102	110049	56	33	52	57	53	47	48	53	42	46	34	707
2008-01-30 12:00:00	2008	1	30	12	0.0806010928961749	mercredi	mercredi	19896	205925	222194	574	7258	213183	222194	4747	78141	77882	110605	126992	25171	18070	59567	25805	32603	220471	79184	106820	56	35	50	56	49	47	48	50	43	46	36	708
2008-01-30 13:00:00	2008	1	30	13	0.0807149362477231	mercredi	mercredi	18609	200238	216058	538	6960	207198	216058	4588	77889	76618	107112	125526	24099	17786	57159	24432	31909	210029	75966	103019	55	37	48	56	46	46	49	50	45	46	39	709
2008-01-30 14:00:00	2008	1	30	14	0.0808287795992714	mercredi	mercredi	17938	197479	213081	522	6513	203992	213081	4446	80997	75596	105673	122140	23259	17251	58732	25222	31585	204570	73356	99830	54	38	48	55	47	48	48	49	46	48	39	710
2008-01-30 15:00:00	2008	1	30	15	0.0809426229508197	mercredi	mercredi	16967	194881	210276	536	6366	201247	210276	4294	82887	74594	104005	120729	22457	16868	57485	23718	31342	198876	70870	98134	54	39	47	54	46	49	52	50	47	49	41	711
2008-01-30 16:00:00	2008	1	30	16	0.0810564663023679	mercredi	mercredi	16983	191894	207053	533	6459	198353	207053	4445	82803	74166	105176	123530	22783	17297	58034	24063	31073	200780	71091	98535	52	39	47	53	46	49	52	52	48	50	41	712
2008-01-30 17:00:00	2008	1	30	17	0.0811703096539162	mercredi	mercredi	18432	196727	212268	596	7288	204014	212268	4778	83391	76704	111654	137580	24014	19195	61835	26205	32770	216111	78413	104643	49	40	46	53	45	49	51	50	47	49	41	713
2008-01-30 18:00:00	2008	1	30	18	0.0812841530054645	mercredi	mercredi	21527	215413	232431	639	8859	224272	232431	5490	79002	85291	128816	165324	26777	24121	68696	32468	37539	251833	95731	118424	47	38	43	51	43	47	48	49	45	47	39	714
2008-01-30 19:00:00	2008	1	30	19	0.0813979963570128	mercredi	mercredi	24757	231651	249951	723	10655	242305	249951	6017	65436	93516	142163	184153	26119	24908	68638	33983	40211	270556	99523	119396	43	35	38	44	41	42	45	44	41	44	35	715
2008-01-30 20:00:00	2008	1	30	20	0.081511839708561	mercredi	mercredi	26123	233621	252078	698	10814	244435	252078	6062	63525	94718	146027	188451	30466	31063	82783	39821	44587	308632	119842	130607	39	33	31	40	38	39	40	33	36	37	34	716
2008-01-30 21:00:00	2008	1	30	21	0.0816256830601093	mercredi	mercredi	26681	232636	251015	718	10800	243436	251015	5942	63189	94467	145324	186243	30644	31511	83682	40327	46032	310579	121183	129101	35	32	30	35	37	36	38	29	33	33	33	717
2008-01-30 22:00:00	2008	1	30	22	0.0817395264116576	mercredi	mercredi	26464	226984	244917	649	10297	237282	244917	5744	63210	92485	141053	179713	30030	31861	83254	39855	46083	307264	118819	125093	31	29	31	31	35	33	34	29	32	33	31	718
2008-01-30 23:00:00	2008	1	30	23	0.0818533697632058	mercredi	mercredi	24819	214312	231243	624	9504	223816	231243	5387	65016	88211	133099	168391	28160	30218	80125	37559	44819	290253	112304	116866	31	27	29	30	32	33	35	27	31	31	27	719
2008-01-31 00:00:00	2008	1	30	24	0.0819672131147541	jeudi	jeudi	24228	204021	220139	594	8863	212883	220139	5104	68964	84600	124924	157054	26236	28547	75605	36435	42505	277955	106760	109968	34	24	28	29	27	32	30	28	27	29	25	720
2008-01-31 01:00:00	2008	1	31	1	0.0820810564663024	jeudi	jeudi	24073	199214	214953	561	8628	207842	214953	4889	78015	82354	121749	152181	25605	28315	74100	35993	41993	277051	105107	107363	31	25	28	28	32	30	30	32	27	29	25	721
2008-01-31 02:00:00	2008	1	31	2	0.0821948998178506	jeudi	jeudi	24584	199012	214735	574	8697	207709	214735	4790	81669	81643	123046	152816	25443	29057	75374	36983	42420	281283	107324	106978	35	27	24	26	31	29	29	27	25	28	23	722
2008-01-31 03:00:00	2008	1	31	3	0.0823087431693989	jeudi	jeudi	25449	199049	214774	568	9004	208053	214774	4815	89544	83219	125226	154297	25797	29445	77112	38139	42557	289218	111033	107305	35	26	29	28	29	30	28	27	23	28	21	723
2008-01-31 04:00:00	2008	1	31	4	0.0824225865209472	jeudi	jeudi	26428	203217	219271	578	9469	212686	219271	4988	95298	84671	128172	157873	26339	29683	80072	39810	43379	304226	115141	110585	35	24	28	30	28	29	27	27	24	26	20	724
2008-01-31 05:00:00	2008	1	31	5	0.0825364298724954	jeudi	jeudi	27904	211794	228526	599	10323	222116	228526	5171	80304	88896	134688	166094	27696	31382	84058	41918	45057	326499	122841	115866	35	20	27	30	27	29	29	26	23	26	19	725
2008-01-31 06:00:00	2008	1	31	6	0.0826502732240437	jeudi	jeudi	31002	226299	244178	661	11594	237893	244178	5669	52941	96261	149384	186843	30552	34624	91483	45955	49730	365907	138242	127436	35	19	26	32	27	27	29	28	23	24	19	726
2008-01-31 07:00:00	2008	1	31	7	0.082764116575592	jeudi	jeudi	34959	251078	270913	756	13391	264468	270913	6346	21882	107695	172566	214370	31723	34496	93147	47776	52661	396050	142720	135904	33	20	25	32	25	27	26	28	21	25	18	727
2008-01-31 08:00:00	2008	1	31	8	0.0828779599271403	jeudi	jeudi	35344	265338	286300	744	13176	278514	286300	6418	22428	111230	176157	209140	35087	35419	97963	50437	52717	404041	145860	144798	31	21	23	30	22	28	25	27	21	27	18	728
2008-01-31 09:00:00	2008	1	31	9	0.0829918032786885	jeudi	jeudi	31392	249808	269543	718	11463	261271	269543	6101	22806	104922	160149	185428	34104	33025	95789	46854	49073	370314	136453	135567	33	23	28	33	27	30	28	28	24	28	19	729
2008-01-31 10:00:00	2008	1	31	10	0.0831056466302368	jeudi	jeudi	27214	237501	256265	637	10075	247577	256265	5549	29946	99586	147444	171295	31016	29713	88174	41641	45373	326473	120183	123507	36	27	32	37	32	34	34	34	30	33	25	730
2008-01-31 11:00:00	2008	1	31	11	0.0832194899817851	jeudi	jeudi	23755	227148	245094	600	9148	236296	245094	5118	68775	95205	138494	160024	27889	27151	81517	37875	42409	293158	107597	114109	37	30	35	41	34	36	37	38	33	36	28	731
2008-01-31 12:00:00	2008	1	31	12	0.0833333333333333	jeudi	jeudi	21748	214951	231932	567	8325	223276	231932	4731	82404	91214	130050	150314	25616	25311	75424	34670	39764	267049	97050	107228	41	34	37	43	37	40	41	40	37	39	34	732
2008-01-31 13:00:00	2008	1	31	13	0.0834471766848816	jeudi	jeudi	20967	205939	222208	549	7749	213688	222208	4412	79044	87783	121934	142493	24676	23775	68620	31743	37631	242463	87975	103450	42	36	39	44	38	42	43	43	40	42	36	733
2008-01-31 14:00:00	2008	1	31	14	0.0835610200364299	jeudi	jeudi	20944	202285	218266	527	7155	209440	218266	4175	76230	84785	116029	135338	24050	22940	65907	29946	35742	228418	83957	101306	42	39	41	45	38	44	45	45	42	44	40	734
2008-01-31 15:00:00	2008	1	31	15	0.0836748633879781	jeudi	jeudi	20002	201452	217368	570	7124	208576	217368	4173	75516	83069	113159	131344	23715	22705	64573	28515	34537	221202	82292	101919	43	41	41	45	40	45	45	46	43	45	42	735
2008-01-31 16:00:00	2008	1	31	16	0.0837887067395264	jeudi	jeudi	19524	205618	221863	554	7544	213163	221863	4409	72135	83426	114957	134625	23695	23949	65098	29445	34724	229941	83212	106370	42	42	42	45	40	46	46	46	43	46	42	736
2008-01-31 17:00:00	2008	1	31	17	0.0839025500910747	jeudi	jeudi	20020	210071	226668	570	8442	218513	226668	4653	68250	87219	123324	149882	24766	26894	69591	32889	37368	250019	87881	110812	39	42	42	43	38	45	45	46	43	46	42	737
2008-01-31 18:00:00	2008	1	31	18	0.0840163934426229	jeudi	jeudi	22796	222956	240569	657	9765	232721	240569	5166	80493	98301	141174	178348	23530	27891	65308	35364	39965	259915	90428	111754	37	42	38	40	37	44	43	44	41	45	42	738
2008-01-31 19:00:00	2008	1	31	19	0.0841302367941712	jeudi	jeudi	26014	235671	254290	719	11304	246975	254290	5648	83160	105604	154476	197328	25488	31011	73604	40804	43713	298080	104787	119049	37	37	34	39	33	41	40	42	37	42	39	739
2008-01-31 20:00:00	2008	1	31	20	0.0842440801457195	jeudi	jeudi	26244	236537	255224	712	11505	248042	255224	5722	83034	105468	156821	200885	29415	35328	85947	46194	46954	331128	121120	128645	37	38	32	39	32	42	38	40	34	42	37	740
2008-01-31 21:00:00	2008	1	31	21	0.0843579234972678	jeudi	jeudi	25590	231229	249497	682	11285	242514	249497	5486	82803	102881	154829	198590	28963	34471	84929	45603	46966	330103	118425	127169	37	38	29	40	31	41	37	39	31	42	35	741
2008-01-31 22:00:00	2008	1	31	22	0.084471766848816	jeudi	jeudi	24490	221994	239533	617	10442	232437	239533	5303	82887	96515	147940	187971	27590	32374	81129	43421	45025	307916	111488	121198	40	37	29	40	28	41	37	39	35	41	34	742
2008-01-31 23:00:00	2008	1	31	23	0.0845856102003643	jeudi	jeudi	23275	208187	224634	588	9466	217653	224634	5119	83097	89432	136559	172820	25412	28987	76662	39421	41936	281801	103154	112315	41	38	33	41	30	40	37	39	35	40	36	743
2008-02-01 00:00:00	2008	1	31	24	0.0846994535519126	vendredi	vendredi	21975	197321	212909	524	8585	205906	212909	4635	81144	83042	125455	156945	23151	26095	71269	36425	38744	259461	94893	103921	43	38	33	42	33	39	37	38	35	39	37	744
2008-02-01 01:00:00	2008	2	1	1	0.0848132969034608	vendredi	vendredi	21321	189670	204655	524	7965	197635	204655	4382	79401	78580	118016	146047	21871	24139	66906	34396	37197	245667	90551	99026	43	37	35	42	36	38	37	38	35	38	36	745
2008-02-01 02:00:00	2008	2	1	2	0.0849271402550091	vendredi	vendredi	21288	186999	201772	502	7864	194863	201772	4337	79506	75926	114663	140854	21425	23458	66538	34327	36367	242422	89395	96609	43	36	36	42	37	38	37	38	35	38	36	746
2008-02-01 03:00:00	2008	2	1	3	0.0850409836065574	vendredi	vendredi	21685	187430	202238	521	7821	195252	202238	4320	79779	75347	113165	137978	21612	23075	67231	34360	35679	241486	90267	96656	45	36	37	43	38	37	37	38	35	37	36	747
2008-02-01 04:00:00	2008	2	1	4	0.0851548269581057	vendredi	vendredi	22574	191007	206097	529	8042	199049	206097	4440	80409	75124	113303	137093	21994	22971	68437	34442	36451	247229	92231	98364	46	34	38	43	39	36	37	38	34	36	35	748
2008-02-01 05:00:00	2008	2	1	5	0.0852686703096539	vendredi	vendredi	24173	195349	210781	545	8710	204058	210781	4750	80136	76439	114884	139535	22858	23449	71144	35240	37268	264827	98846	102461	46	33	40	45	40	35	37	39	33	34	35	749
2008-02-01 06:00:00	2008	2	1	6	0.0853825136612022	vendredi	vendredi	26344	206678	223005	564	9845	216523	223005	4898	76860	81119	123166	152624	24468	24877	77068	37839	40201	298268	112326	111992	49	33	42	48	41	36	37	40	33	35	34	750
2008-02-01 07:00:00	2008	2	1	7	0.0854963570127504	vendredi	vendredi	28743	220288	237692	561	10449	230737	237692	5132	66486	89872	138954	173382	22692	23202	76216	38028	42375	312292	113390	110637	50	34	42	50	43	36	36	40	33	35	34	751
2008-02-01 08:00:00	2008	2	1	8	0.0856102003642987	vendredi	vendredi	30029	234003	252489	585	11025	245028	252489	5335	67011	93461	143150	170676	24379	22057	79368	39097	41606	322724	115005	117861	52	35	44	51	43	36	37	40	33	35	35	752
2008-02-01 09:00:00	2008	2	1	9	0.085724043715847	vendredi	vendredi	30703	239304	258209	613	11480	250784	258209	5505	67116	89059	137768	159968	28691	23357	88056	40223	40780	338072	124825	130672	54	35	44	53	44	37	37	40	33	36	34	753
2008-02-01 10:00:00	2008	2	1	10	0.0858378870673953	vendredi	vendredi	30497	244177	263468	700	11414	255591	263468	5710	61194	85261	134246	157772	29278	21442	85486	38674	39905	330399	120791	131567	56	35	47	56	45	37	37	42	33	36	36	754
2008-02-01 11:00:00	2008	2	1	11	0.0859517304189435	vendredi	vendredi	30169	246774	266269	719	9891	256665	266269	5788	44415	83159	130778	154445	29371	19037	83659	36351	38154	324532	117403	131678	58	36	48	59	46	38	38	43	33	36	36	755
2008-02-01 12:00:00	2008	2	1	12	0.0860655737704918	vendredi	vendredi	29904	245568	264969	702	11326	256894	264969	5822	45087	80756	125031	149072	29249	17075	81826	33621	37107	321370	115253	124601	59	37	49	64	47	39	38	46	33	37	37	756
2008-02-01 13:00:00	2008	2	1	13	0.0861794171220401	vendredi	vendredi	29060	241330	260396	719	11466	252796	260396	5772	59829	78046	116772	140542	28433	16434	77999	32707	36981	310819	112425	120724	60	37	53	67	48	40	38	49	34	38	37	757
2008-02-01 14:00:00	2008	2	1	14	0.0862932604735883	vendredi	vendredi	27916	236522	255207	709	10831	247353	255207	5562	60942	76005	111382	131064	27481	15844	76059	32106	36352	308135	109624	115301	63	36	57	69	53	41	39	52	34	39	36	758
2008-02-01 15:00:00	2008	2	1	15	0.0864071038251366	vendredi	vendredi	25924	232006	250334	703	10387	242393	250334	5463	61593	75039	107386	123575	26463	15874	71354	31812	36110	303525	104054	114018	64	35	62	65	57	46	39	51	35	41	35	759
2008-02-01 16:00:00	2008	2	1	16	0.0865209471766849	vendredi	vendredi	24158	228497	246549	656	9984	238481	246549	5316	71442	76665	108574	124599	25257	16698	65434	32912	34566	293715	97894	110745	63	36	62	63	58	49	42	55	36	44	35	760
2008-02-01 17:00:00	2008	2	1	17	0.0866347905282332	vendredi	vendredi	23447	227007	244940	690	9935	236942	244940	5463	74991	79647	113942	137108	25932	17204	65903	32729	32915	290186	98197	110032	59	35	57	63	61	49	45	58	38	46	36	761
2008-02-01 18:00:00	2008	2	1	18	0.0867486338797814	vendredi	vendredi	25938	231902	250222	715	10816	242717	250222	5624	74382	82397	120002	148195	27712	19143	71882	35508	35225	308825	107447	115101	57	35	56	61	58	46	45	54	36	44	36	762
2008-02-01 19:00:00	2008	2	1	19	0.0868624772313297	vendredi	vendredi	28475	237473	256234	726	11606	249079	256234	5917	77721	83713	123588	153492	28937	22142	79412	38426	38299	323868	116823	123913	57	34	53	57	56	43	43	49	36	42	35	763
2008-02-01 20:00:00	2008	2	1	20	0.086976320582878	vendredi	vendredi	28043	231573	249867	721	11406	242979	249867	5798	78372	83492	122878	151924	28361	23167	79549	38397	38691	318571	116548	120846	53	34	48	53	53	42	42	47	37	41	35	764
2008-02-01 21:00:00	2008	2	1	21	0.0870901639344262	vendredi	vendredi	26731	225121	242907	685	10960	236082	242907	5602	77994	82581	120806	150739	28136	23240	78460	38145	38825	315168	114241	117880	53	35	44	49	48	42	41	46	37	42	35	765
2008-02-01 22:00:00	2008	2	1	22	0.0872040072859745	vendredi	vendredi	25579	216751	233875	670	10415	227167	233875	5313	78036	79834	117657	145699	26993	23174	77392	37564	38282	303914	109909	114823	49	36	42	46	44	42	41	44	37	42	38	766
2008-02-01 23:00:00	2008	2	1	23	0.0873178506375228	vendredi	vendredi	24234	206571	222890	634	9663	216233	222890	5153	77637	77246	112309	139405	25337	22611	75040	36249	37499	287363	104587	107433	48	36	41	45	42	42	41	44	37	42	37	767
